id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,associatedOccurrences,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
57988448,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2790899,"INHS Hymenoptera 6067",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2001,,,,,,"T.H. Frison",,,,,,,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Lake,,"Volo, Volo Bog State Natural Area",,42.35144,-88.18846,,1000,"N42.35144º W88.18846º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ddb763a3-3486-4da4-af5c-73d18a779fbc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57988448
57988449,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2790900,"INHS Hymenoptera 6068",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2001,,,,,,"C.A. Robertson",,1901-10-01,1901,10,1,274,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Macoupin,,Carlinville,,39.27972,-89.88167,,10000,"N39.27972º W89.88167º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e794ead2-fd4f-4782-a972-419cad224311,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57988449
57988450,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2790901,"INHS Hymenoptera 6069",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2001,,,,,,"C.A. Robertson",,1901-10-01,1901,10,1,274,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Macoupin,,Carlinville,,39.27972,-89.88167,,10000,"N39.27972º W89.88167º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c84f9623-d788-479e-9f46-83ed39d2681c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57988450
57988451,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2790902,"INHS Hymenoptera 6070",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2001,,,,,,"C.A. Robertson",,1901-10-01,1901,10,1,274,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Macoupin,,Carlinville,,39.27972,-89.88167,,10000,"N39.27972º W89.88167º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:518b1ac8-b6e5-4374-aa6c-4279bd4e5d45,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57988451
57988452,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2790903,"INHS Hymenoptera 6071",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2001,,,,,,"C.A. Frost",,1917-09-23,1917,9,23,266,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Massachusetts,Middlesex,,Sherborn,,42.23889,-71.37028,,10000,"N42.23889º W71.37028º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b81d8e0e-e921-4644-8db0-7d69bc7d8179,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57988452
57988453,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2790904,"INHS Hymenoptera 6072",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2001,,,,,,"R.B. Roberts, M.G. Roberts",,1964-09-24,1964,9,24,268,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Pennsylvania,Delaware,,"5 mi S Bryn Mawr",,,,,,,,,,,,,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9337819b-5254-4a8b-9ba5-303fe4c2319d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57988453
57988454,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2790905,"INHS Hymenoptera 6073",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Macoupin,,Unknown,,,,,,,,,,,,,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:add8e7cb-4580-4263-990a-7e5b743c4bcc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57988454
58055933,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858530,"INHS Insect Collection 75518",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"C.A. Frost",,1917-09-23,1917,9,23,266,,,,,,,,,,,,,Adult,Male,1,,,Pin,"United States",Massachusetts,Middlesex,,Sherborn,,42.23889,-71.37028,,10000,"N42.23889º W71.37028º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8c0fb85b-d86c-4edc-9240-78a56d75cfde,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055933
58055934,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858531,"INHS Insect Collection 75518",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"C.A. Frost",,1917-09-23,1917,9,23,266,,,,,,,,,,,,,Adult,Female,1,,,Pin,"United States",Massachusetts,Middlesex,,Sherborn,,42.23889,-71.37028,,10000,"N42.23889º W71.37028º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bebbddd4-1299-4d59-a6e1-5afeb1fc0a53,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055934
58055935,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858532,"INHS Insect Collection 75519",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"W.E. LaBerge",,1992-09-06,1992,9,6,250,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,"2 mi S Marine on St. Croix",,45.17635,-92.76821,,1000,"N45.17635º W92.76821º","Dooley, Erin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d248e405-37a8-42cf-b77e-c0407865784a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055935
58055936,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858533,"INHS Insect Collection 75520",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,,,1958-09-07,1958,9,7,250,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,Aspinwall,,40.49139,-79.905,,10000,"N40.49139º W79.905º","Dooley, Erin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:617b7dcb-d02a-4c35-a526-3215131104fd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055936
58055937,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858534,"INHS Insect Collection 75521",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"T.H. Frison",,,,,,,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Lake,,"Volo, Volo Bog State Natural Area",,42.35144,-88.18846,,1000,"N42.35144º W88.18846º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:10e86820-5292-4c81-80ca-14c06bbe79ab,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055937
58055938,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858535,"INHS Insect Collection 75522",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,,,1933-09-10,1933,9,10,253,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,Evanston,,42.0404,-87.6694,,1000,"N42.0404º W87.6694º","Dooley, Erin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6a17721d-3c95-4fca-a16f-434f339f2532,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055938
58055939,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858536,"INHS Insect Collection 75523",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"J.C. Marlin",,1971-10-02,1971,10,2,275,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Macoupin,,Carlinville,,39.27972,-89.88167,,10000,"N39.27972º W89.88167º","Fuller, Barb","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:564dda1a-8abe-45fb-a08d-ddbc0506ac39,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055939
58055940,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858537,"INHS Insect Collection 75524",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"C.A. Robertson",,1904-09-15,1904,9,15,259,,,,,,,,,,,,,Adult,Female,1,,,Pin,"United States",Illinois,Macoupin,,Carlinville,,39.27972,-89.88167,,10000,"N39.27972º W89.88167º","Dooley, Erin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:75279189-b352-444f-abc6-cc6400f3c33d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055940
58055941,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858538,"INHS Insect Collection 75525",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"S. Graenicher",,1903-01-13,1903,1,13,13,,,,,,,,,,,,,Adult,Female,1,,,Pin,,,,,Milwaukee,,43.03889,-87.90639,,10000,"N43.03889º W87.90639º","Dooley, Erin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a7f0eded-d733-4195-ad3b-3bb3349f65eb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055941
58055942,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858539,"INHS Insect Collection 75526",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,,,1900-01-01,1900,1,1,1,,1900-01-01/1980-12-31,,,,,,,,,,,Adult,,1,,,Pin,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5e5150ae-68a1-4072-8ee0-03d71c7220b7,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055942
58055943,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858540,"INHS Insect Collection 75527",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"H.E. Milliron",,1938-09-13,1938,9,13,256,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Minnesota,"Big Stone",,,,,,,,,,,,,,350,,,,,"1148 ft.",,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:387bc4c9-d2f9-4721-97f4-a345a4e113bb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055943
58055944,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858541,"INHS Insect Collection 75528",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"T.H. Frison",,,,,,,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Illinois,Lake,,"Volo, Volo Bog State Natural Area",,42.35144,-88.18846,,1000,"N42.35144º W88.18846º","Favret, Colin","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f42c8a51-8df3-422b-9c40-bcc2e26bc40b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055944
58055945,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858542,"INHS Insect Collection 75529",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,,,1900-01-01,1900,1,1,1,,1900-01-01/1980-12-31,,,,,,,,,,,Adult,,1,,,Pin,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:990b17f6-4c4b-4cc3-bfe7-7a29a4cb0f9a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055945
58055946,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2858543,"INHS Insect Collection 75530",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2005,,,,,,"W.E. LaBerge",,1992-09-07,1992,9,7,251,,,,,,,,,,,,,Adult,,1,,,Pin,"United States",Minnesota,Washington,,"2 mi S Marine on St. Croix",,45.17635,-92.76821,,1000,"N45.17635º W92.76821º","Holden, Kristen","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b33d40f2-db5b-47fe-8e86-9a567edff0bb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58055946
58161589,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2964329,"INHS Insect Collection 179406",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2006,,,,,"lectotype of Andrena (Callandrena) asteris Robertson, 1891","C.A. Robertson",,1890-10-11,1890,10,11,284,,,,,,,,,,,,,Adult,Female,1,,,Pin,"United States",Illinois,Macoupin,,Carlinville,,39.27972,-89.88167,,10000,"N39.27972º W89.88167º","Fuller, Barb","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9fbfaf35-2300-4b54-a434-78a38d3a12a0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58161589
58161590,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,2964330,"INHS Insect Collection 179407",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2006,,,,,"lectotype of Andrena (Callandrena) asteris Robertson, 1891","C.A. Robertson",,1890-10-11,1890,10,11,284,,,,,,,,,,,,,Adult,Male,1,,,Pin,"United States",Illinois,Macoupin,,Carlinville,,39.27972,-89.88167,,10000,"N39.27972º W89.88167º","Fuller, Barb","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7d1c47c0-1ec7-4e7a-8ccc-c5f0dc90859a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58161590
58454005,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,3256788,"INHS Insect Collection 362340",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2007,,,,,,"J.K. Bouseman",,1996-09-17,1996,9,17,261,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,"7.8 km NNE Sublette, Richardson Wildlife Foundation",,41.7075,-89.19084,,1000,"N41.7075º W89.19084º","Fennema, Lynn","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6b745b01-9bcc-4010-bd79-bf6045b0bb40,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58454005
58454193,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,3256976,"INHS Insect Collection 362342",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2007,,,,,,"J.K. Bouseman",,1996-09-17,1996,9,17,261,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,"7.8 km NNE Sublette, Richardson Wildlife Foundation",,41.7075,-89.19084,,1000,"N41.7075º W89.19084º","Fennema, Lynn","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3940636c-98ff-46a3-9f49-8f5e23f84782,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58454193
58454248,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,3257031,"INHS Insect Collection 362341",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2007,,,,,,"J.K. Bouseman",,1996-09-17,1996,9,17,261,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,"7.8 km NNE Sublette, Richardson Wildlife Foundation",,41.7075,-89.19084,,1000,"N41.7075º W89.19084º","Fennema, Lynn","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e3eece44-a025-4f00-99da-1c503da67d97,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58454248
58454253,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,3257036,"INHS Insect Collection 362343",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2007,,,,,,"J.K. Bouseman",,1996-09-17,1996,9,17,261,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,"7.8 km NNE Sublette, Richardson Wildlife Foundation",,41.7075,-89.19084,,1000,"N41.7075º W89.19084º","Fennema, Lynn","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:202b17fb-2fa6-4833-9113-dfc158311e4e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58454253
58454254,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,3257037,"INHS Insect Collection 362344",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2007,,,,,,"J.K. Bouseman",,1996-09-17,1996,9,17,261,,,,,,,,,,,,,Adult,Male,1,,,Pin,,,,,"7.8 km NNE Sublette, Richardson Wildlife Foundation",,41.7075,-89.19084,,1000,"N41.7075º W89.19084º","Fennema, Lynn","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1e9f341a-cc2b-4970-88d4-13bf7690c72f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58454254
58454276,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,3257059,"INHS Insect Collection 362348",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2007,,,,,,"J.K. Bouseman",,1996-09-18,1996,9,18,262,,,,,,,,,,,,,Adult,,1,,,Pin,,,,,"7.8 km NNE Sublette, Richardson Wildlife Foundation",,41.7075,-89.19084,,1000,"N41.7075º W89.19084º","Fennema, Lynn","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:859a8be6-1f21-40b3-861b-62bf66278c01,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58454276
58454303,INHS,INHSIC,,d93d943b-2390-4e2c-9050-11a9ec9a2a96,PreservedSpecimen,3257086,"INHS Insect Collection 362349",,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Andrena asteris",169808,"Robertson, 1891",Andrena,asteris,,,,2007,,,,,,"J.K. Bouseman",,1996-09-18,1996,9,18,262,,,,,,,,,,,,,Adult,Male,1,,,Pin,,,,,"7.8 km NNE Sublette, Richardson Wildlife Foundation",,41.7075,-89.19084,,1000,"N41.7075º W89.19084º","Fennema, Lynn","A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).","Physical collection object.",,"Derived from a instance of TaxonWorks' Georeference::VerbatimData.",,,,,,,,,,"2022-01-10 16:33:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:25a03c2b-4d82-46d4-a433-394f3a74b646,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=58454303
